銘柄,現在価格,投資スコア,リスクスコア,5日後リターン予測,30日後リターン予測,推奨度,RSI,MACD
AAPL,230.49000549316406,100.0,32.39666980126017,11.098862260491671,19.398293390737507,強い買い,64.5628623375724,4.799431130245836
MSFT,506.739990234375,56.864283440745666,30.750261162689895,-0.025046484204153785,2.7124302736937693,ホールド,46.42454831099195,-0.7625232421020769
GOOGL,207.47999572753906,100.0,52.07306337573515,10.477834627674497,17.966751941511745,買い,68.51205735917755,4.9889173138372485
